permit_number,permit_type_descr,permit_subtype_descr,date_entered,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category,type_subtype
T2020027301,Building Residential - New,Single Family Residence,2020-04-30,,422B  ROSEBANK AVE,NASHVILLE,TN,37206,BETHESDA CONSTRUCTION LLC,3811106,"to construct 2775SF single family residence with 533SF garage and 477Sf porches. 5' min. side setback, 20' min. rear setback, rear unit of hpr. unit 1 of 2. lot coverage is 2700SF of max 11,519SF lot coverage. not to be over any easements. Max height 3 stories or 28�.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.186587,-86.718763,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020027267,Building Residential - New,Single Family Residence,2020-04-30,,510  HEMSTEAD ST,NASHVILLE,TN,37209,Albert Wilson,3811010,want to move the house from 5103 Georgia to 510 Hemstead and set it up.  REJECTED: APPLICANT HAS NOT SUBMITTED REQUIRED STAMPED CONTEXTUAL SITE PLAN REQUIRED TO START PERMIT PROCESS.  APPLICANTION CANNOT BE STARTED WITHOUT THIS INFORMATION.  THIS APPLICATION WILL BE CANCELLED.,36.1536,-86.85548100000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020026967,Building Residential - New,Single Family Residence,2020-04-29,0.0,1027  ALICE ST,NASHVILLE,TN,37218,ORCA BUILDING GROUP LLC,3810252,"parent parcel is map 70-7 parcel 41, is zoned R8 and contains 9000 sf lot area.  this permit to construct unit A of proposed horizonal property line regime duplex with 2407 sf living area, 266 sf attached garage and 446 sf porch areas.  units attached.  max allowed height is three floors 45' max.  34' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.  SEPARATE PERMIT REQUIRED FOR UNIT B.",36.20304,-86.81199699999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020027023,Building Residential - New,Detached Accessory Dwelling Unit,2020-04-29,,1421  SHARPE AVE,NASHVILLE,TN,37206,STRATTON EXTERIORS INC,3810409,"parcel has base zone of r6, contains 8400 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct a DADU residence with 747 sf garage area on first floor and 426 sf living area on second floor.  MHZC must approve application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.188111,-86.741054,Residential,TYPE: Building Residential - New SUBTYPE: Detached Accessory Dwelling Unit
T2020026773,Building Residential - New,Duplex,2020-04-28,322500.0,501  RADNOR ST,NASHVILLE,TN,37211,"WORKMAN CO INC, THE",3809734,Rebuilding duplex that had outlived usefull life.  REJECTED: APPLICANT IS REQUIRED TO PROVIDE NES METER RECORDS TO VERIFY FORMER STRUCTURE WAS A NON-CONFORMING DUPLEX.  APPLICANT CANNOT APPLY FOR THE BUILDING PERMIT UNTIL THIS HAS BEEN COMPLETED.  THIS APPLICATION WILL BE CANCELLED.,36.105205,-86.744881,Residential,TYPE: Building Residential - New SUBTYPE: Duplex
T2020026435,Building Residential - New,Single Family Residence,2020-04-27,,2816  BRUNSWICK DR,NASHVILLE,TN,37207,BETHESDA CONSTRUCTION LLC,3809168,"to construct a single family residence with 1362 sf living area.  66.2' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.215821000000005,-86.759561,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020026352,Building Residential - New,Single Family Residence,2020-04-27,,3909  BAXTER RD,JOELTON,TN,37080,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3808905,"TO CONSTRUCT A SINGLE-FAMILY RESIDENCE WITH 1,047 SQFT LIVING AREA�553 SQFT ATTACHED UTILITY/BARN AREA�579 SQFT PORCH/DECK AREAS� �40� MINIMUM FRONT SETBACK� �20� MINIMUM SIDE SETBACK� �20� MINIMUM REAR SETBACK� �MAXIMUM ALLOWED HEIGHT IS 3 STORIES � �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

*** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY� �

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.354408,-86.9016,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020026191,Building Residential - New,Single Family Residence,2020-04-26,,651  EWING DR,NASHVILLE,TN,37207,Allison Patton,3808642,"to construct a single family residence with 3 bedroom 2.5 bath 1500 sq feet 1 car garage 200 sq feet and Deck 10x10.  62.2' min front s/b; 5' min side s/b.  rear s/b to be out of all storm water easements.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  critical lot.",36.231846999999995,-86.80055300000001,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020025670,Building Commercial - New,"Leasing / Sales Office, Other",2020-04-23,6600.0,520B  COWAN ST,NASHVILLE,TN,37207,ARCHER WESTERN CONSTRUCTION LLC,3807486,"Phase 2 to install/attach a triple-wide superintendent's office trailer (green on site plan) to an existing double-wide installed by a separate permit, 2020025662. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.

Code approved stamped plans at B desk and attached in Cityworks.",36.180151,-86.77579399999999,Commercial,"TYPE: Building Commercial - New SUBTYPE: Leasing / Sales Office, Other"
T2020025785,Building Residential - New,Single Family Residence,2020-04-23,,2726  MAILAN DR,NASHVILLE,TN,37206,"MCDONALD, ROBERT BRANDON GENERAL CONTRACTOR",3807740,"to construct 1198SF single family residence with 288SF porches. 5' min. side setback, 20' min. rear setback, rear unit of hpr. unit 1 of 2. lot coverage is 1231SF of max 4318SF lot coverage. not to be over any easements. Max height 3 stories or 23�5 .
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.193863,-86.70541899999999,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020025884,Building Residential - New,Single Family Residence,2020-04-23,,2890  GREER RD,GOODLETTSVILLE,TN,37072,"HIGHLAND BUILDING GROUP, EVERGREEN CONSTRUCTION GC DBA",3807915,"TO CONSTRUCT AN 1,800SF SINGLE-FAMILY RESIDENCE WITH 506SF GARAGE AND 977SF PORCHES.  PARCEL IS ZONED AR2A AND CONTAINS 5 ACRES.  40' MIN FRONT S/B; 20' MIN SIDE AND REAR S/B.  FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.**",36.354884000000006,-86.779361,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020025772,Building Residential - New,Single Family Residence,2020-04-23,,422B  ROSEBANK AVE,NASHVILLE,TN,37206,BETHESDA CONSTRUCTION LLC,3807676,"Permit to build single family residence, new contruction",36.186587,-86.718763,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020025761,Building Residential - New,Single Family Residence,2020-04-23,,420B  ROSEBANK AVE,NASHVILLE,TN,37206,BETHESDA CONSTRUCTION LLC,3807240,"parent parcel is map 83-4 parcel 191, is zoned R10, contains 1.12 acres and is in a pre 1984 recorded subdivision.  this permit to construct unit B of proposed horizonal property line regime duplex with 4857 sf living area and 1952 sf garage/porch areas.  unit detached.  max allowed height is 45' three floors max.  min required distance between structures is 6' min with no bump outs. rear unit.  5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",36.186574,-86.719116,Residential,TYPE: Building Residential - New SUBTYPE: Single Family Residence
T2020025662,Building Commercial - New,"Leasing / Sales Office, Other",2020-04-23,4400.0,520A  COWAN ST,NASHVILLE,TN,37207,ARCHER WESTERN CONSTRUCTION LLC,3807476,"POC:Toby Allen 	615.600.9665. Phase 1 to install a double-wide superintendent's office trailer (green on site plan). Phase 2 to connect a triple-wide to the double-wide by separate permit, 2020025670. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.
Code approved stamped plans for 2 permits at B desk and attached in Cityworks.",36.180151,-86.77579399999999,Commercial,"TYPE: Building Commercial - New SUBTYPE: Leasing / Sales Office, Other"
