permit_number,permit_type_descr,permit_subtype_descr,date_entered,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category
T2020016626,Building Residential - New,Single Family Residence,2020-03-13,,812  DELMAS AVE,NASHVILLE,TN,37216,BH BUILDERS LLC,3783308,"to construct 1846SF single family residence with 210Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 40.5' per avg. unit 1 of 2. lot coverage is 1423SF of max 9121SF lot coverage. not to be over any easements. Max height 3 stories or 26�1 .
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.201467,-86.747988,Residential
T2020016628,Building Residential - New,Single Family Residence,2020-03-13,,814  DELMAS AVE,NASHVILLE,TN,37216,BH BUILDERS LLC,3783316,"to construct 1846SF single family residence with 210Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 40.5' per avg. unit 1 of 2. lot coverage is 1423SF of max 9121SF lot coverage. not to be over any easements. Max height 3 stories or 26�1 .
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.20145,-86.747937,Residential
T2020016697,Building Residential - New,Single Family Residence,2020-03-13,,302A  VIVELLE AVE,NASHVILLE,TN,37210,RODDICK CONSTRUCTION LLC,3783579,"parent parcel is map 106-13 parcel 81, is zoned R6, contains 7500 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit A of proposed horizonal property line regime duplex with 2296 sf living area, 250 sf attached garage and 170 sf porch area.  units detached.  max allowed height is 25.5'.  min required distance between structures is 6' min with no bump outs.  38.6' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",36.126733,-86.749878,Residential
T2020016383,Building Residential - New,Single Family Residence,2020-03-12,,748  DARDEN PL,NASHVILLE,TN,37205,Kingdom Builders Of Tennessee,3782479,Construct new residence.  REJECTED:  NEED CONTEXTUAL SITE PLAN IN COMPLIANCE WITH METRO COUNCIL BILL 2014-725.  THIS APPLICATION WILL BE CANCELLED.,36.125944,-86.879062,Residential
T2020016375,Building Residential - New,Single Family Residence,2020-03-12,,1612B  CAHAL AVE,NASHVILLE,TN,37206,HARMONY HOMES OF TENNESSEE LLC,3782494,"parent parcel is map 72-14 parcel 286, is zoned R6, contains 11,950 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit B of proposed horizonal property line regime duplex with 2249 sf living area, 262 sf attached garage and 82 sf porch area.  units detached.  max allowed height is 25.5'.  min required distance between structures is 6' min with no bump outs.  44' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.  per BZA case 2019-178 approved with the following conditions: (1) the appellant shall contribute in lieu of fee for entire frontage of property; (2) the appellant shall dedicate right of way along the property frontage to accommodate a future 6' grass strip and a 6' sidewalk; (3) maintain existing sidewalk in compliance with Public Works and ADA requirements.",36.195948,-86.734793,Residential
T2020016460,Building Residential - New,Single Family Residence,2020-03-12,,1814A  NEAL TER,NASHVILLE,TN,37203,PALMETTO CONSTRUCTION LLC,3782734,"to construct 1771SF single family residence with 35Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 32.7' per avg. unit 1 of 2. lot coverage is 960SF of max 35SF lot coverage. not to be over any easements. Max height 3 stories or 24�1 .
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.133722,-86.768012,Residential
T2020016465,Building Residential - New,Single Family Residence,2020-03-12,,1814B  NEAL TER,NASHVILLE,TN,37203,PALMETTO CONSTRUCTION LLC,3782752,"to construct 1771SF single family residence with 35Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 32.7' per avg. unit 1 of 2. lot coverage is 960SF of max 35SF lot coverage. not to be over any easements. Max height 3 stories or 23'11 .
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.133722,-86.768012,Residential
T2020016366,Building Residential - New,Single Family Residence,2020-03-12,,1612A  CAHAL AVE,NASHVILLE,TN,37206,HARMONY HOMES OF TENNESSEE LLC,3782468,"parent parcel is map 72-14 parcel 286, is zoned R6, contains 11,950 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit A of proposed horizonal property line regime duplex with 2249 sf living area, 262 sf attached garage and 82 sf porch area.  units detached.  min required distance between structures is 6' min with no bump outs.  max allowed height is 25.5'.  44' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.  per BZA case 2019-178 granted with the following conditions: (1) the appellant shall contribute in lieu of fee for entire frontage; (2) the appellant shall dedicate right of way along property frontage to accommodate a future 6' grass strip and 6' sidewalk; (3) appellant shall maintain existing sidewalk in a state of good repair with Public Works and ADA requirements.",36.195948,-86.734793,Residential
T2020016124,Building Residential - New,Single Family Residence,2020-03-11,,833A  DELMAS AVE,NASHVILLE,TN,37216,M SQUARED LLC,3781252,"to construct 2085SF single family residence with 175SF porches. 5' min. side setback, 20' min. rear setback, front setback at 40.9' per avg. not to be over any easements.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.201244,-86.747311,Residential
T2020016213,Building Residential - New,Single Family Residence,2020-03-11,,748  DARDEN PL,NASHVILLE,TN,37205,Kingdom Builders of Tennesse,3781725,New Single family dwelling.  REJECTED: APPLICANT HAS NOT SUBMITTED REQUIRED CONTEXTUAL SITE PLAN IN COMPLIANCE WITH METRO COUNCIL 2014-725.  THIS APPLICATION WILL BE CANCELLED.,36.125944,-86.879062,Residential
